"""  title""  ";" "" beschrijving"" "
"""  Gent: Oude Houtlei, bouwaanvraag van Joannes van Doorne, 1782""  ";" "" Bouwheer: van Doorne, Joannes."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Marie van Audenaerde, 1782""  ";" "" Bouwheer: van Audenaerde, Marie."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Joannes Poelman, 1777""  ";" "" Bouwheer: Poelman, Joannes."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Philippe van Damme, 1778""  ";" "" Bouwheer: van Damme, Philippe."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Martinus Dhert, 1774""  ";" "" Bouwheer: Dhert, Martinus."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Thomas Robert, 1774""  ";" "" Bouwheer: Robert, Thomas."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Petrus Joannes Soetaert, 1774""  ";" "" Bouwheer: Soetaert, Petrus Joannes."" "
"""  Gent: Turrepoortsteeg - Oude Houtlei, bouwaanvraag van Jacques vande Vijvere, 1764""  ";" "" Bouwheer: vande Vijvere, Jacques."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Anthone Triest, 1768""  ";" "" Bouwheer: Triest, Anthone."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Constance Blancquaert, 1756""  ";" "" Bouwheer: Blancquaert, Constance."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Merlier, 1758""  ";" "" Bouwheer: Merlier."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Jacques vande Vijvere, 1760""  ";" "" Bouwheer: vande Vijvere, Jacques."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Emanuel Lemaire, 1752""  ";" "" Bouwheer: Lemaire, Emanuel."" "
"""  Gent: Oude Houtlei, bouwaanvraag van het Urbanistenklooster, 1755""  ";" "" Bouwheer: Urbanistenklooster."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Pieter Tucschaep, 1735""  ";" "" Bouwheer: Tucschaep, Pieter."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Joanne vande Vijvere, 1740""  ";" "" Bouwheer: vande Vijvere, Joanne."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Laureyns Soetaert, 1731""  ";" "" Bouwheer: Soetaert, Laureyns."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Bernardus de Wilde, 1735""  ";" "" Bouwheer: de Wilde, Bernardus."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Frans Adams, 1724""  ";" "" Bouwheer: Adams, Frans."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Jan van Haute, 1724""  ";" "" Bouwheer: van Haute, Jan."" "
"""  Gent: Oude Houtlei, bouwaanvraag van Francois vande Vijvere, 1730""  ";" "" Bouwheer: vande Vijvere, Francois."" "
"""  Gent: Oude Beestenmarkt, bouwaanvraag van Jan Baptiste Champon, 1771""  ";" "" Bouwheer: Champon, Jan Baptiste."" "
"""  Gent: Oude Houtlei, bouwaanvraag van het begijnhof Sint-Elisabeth, 1722""  ";" "" Bouwheer: begijnhof Sint-Elisabeth. De aanvraag is ingediend door Marie Anne Hoorn, begijn."" "
"""  Gent: Oude Beestenmarkt, bouwaanvraag van Livinus Martinus de Coninck, 1760""  ";" "" Bouwheer: de Coninck, Livinus Martinus."" "
"""  Gent: Oude Beestenmarkt, bouwaanvraag van het Spinhuis van Spinessen, 1764""  ";" "" Bouwheer: Spinhuis van Spinessen."" "
"""  Gent: Oude Beestenmarkt, bouwaanvraag van Joanne Scheerens, 1712""  ";" "" Bouwheer: Scheerens, Joanne."" "
"""  Gent: Oude Beestenmarkt, bouwaanvraag van weduwe Werrebroucke, 1724""  ";" "" Bouwheer: Werrebroucke, weduwe."" "
"""  Gent: Oudburg, bouwaanvraag van Caerel J. Vincent, 1794""  ";" "" Bouwheer: Vincent, Caerel J."" "
"""  Gent: Oudburg, bouwaanvraag van Neetesonne, 1793""  ";" "" Bouwheer: Neetesonne."" "
"""  Gent: Oudburg, bouwaanvraag van Pieter van Rooten, 1786""  ";" "" Bouwheer: van Rooten, Pieter."" "
"""  Gent: Oudburg, bouwaanvraag van Guillielmus Volant, 1793""  ";" "" Bouwheer: Volant, Guillielmus."" "
"""  Gent: Oudburg, bouwaanvraag van Christiaen de Vos, 1786""  ";" "" Bouwheer: de Vos, Christiaen."" "
"""  Gent: Oudburg, bouwaanvraag van Hendrik de Veyver, 1786""  ";" "" Bouwheer: de Veyver, Hendrik. Enkel de bouwtekening is bewaard, de aanvraag zelf niet."" "
"""  Gent: Oudburg, bouwaanvraag van Caerel J. Vincent, 1786""  ";" "" Bouwheer: Vincent, Caerel J."" "
"""  Gent: Oudburg, bouwaanvraag van J. de Vos, 1785""  ";" "" Bouwheer: de Vos, J."" "
"""  Gent: Oudburg, bouwaanvraag van Pieter Thienpont, 1786""  ";" "" Bouwheer: Thienpont, Pieter. Enkel de bouwtekening is bewaard, de aanvraag zelf niet."" "
"""  Gent: Oudburg, bouwaanvraag van Livinus 't Kindt, 1782""  ";" "" Bouwheer: 't Kindt, Livinus."" "
"""  Gent: Oudburg, bouwaanvraag van Pieter Colpaert, 1782""  ";" "" Bouwheer: Colpaert, Pieter."" "
"""  Gent: Oudburg, bouwaanvraag van Joannes Baelens, 1775""  ";" "" Bouwheer: Baelens, Joannes."" "
"""  Gent: Oudburg, bouwaanvraag van Jaspard Mispreuve, 1775""  ";" "" Bouwheer: Mispreuve, Jaspard."" "
"""  Gent: Oudburg, bouwaanvraag van Carel Lieven Thollens, 1779""  ";" "" Bouwheer: Thollens, Carel Lieven."" "
"""  Gent: Oudburg, bouwaanvraag van Joannes Serruus, 1767""  ";" "" Bouwheer: Serruus, Joannes."" "
"""  Gent: Oudburg, bouwaanvraag van Leonardus de Schrijver, 1774""  ";" "" Bouwheer: de Schrijver, Leonardus."" "
"""  Gent: Oudburg, bouwaanvraag van Joannes Francois Sabbe, 1765""  ";" "" Bouwheer: Sabbe, Joannes Francois."" "
"""  Gent: Oudburg, bouwaanvraag van Jacobus Lotu, 1766""  ";" "" Bouwheer: Lotu, Jacobus."" "
"""  Gent: Oudburg, bouwaanvraag van Charles Bauwens, 1761""  ";" "" Bouwheer: Bauwens, Charles."" "
"""  Gent: Oudburg, bouwaanvraag van Guillaume Dhooghe, 1761""  ";" "" Bouwheer: Dhooghe, Guillaume."" "
"""  Gent: Oudburg, bouwaanvraag van Jacques Pharasijn, 1763""  ";" "" Bouwheer: Pharasijn, Jacques. Het advies van de schepenen: geweigerd."" "
"""  Gent: Oudburg, bouwaanvraag van Franchois de Gruyter, 1759""  ";" "" Bouwheer: de Gruyter, Franchois."" "
"""  Gent: Oudburg, bouwaanvraag van Bernardus Philibertus Pharazyn, 1759""  ";" "" Bouwheer: Pharazyn, Bernardus Philibertus."" "
"""  Gent: Oudburg, bouwaanvraag van Francois Clemmen, 1745""  ";" "" Bouwheer: Clemmen, Francois."" "
"""  Gent: Oudburg, bouwaanvraag van Franchois de Gruyter, 1754""  ";" "" Bouwheer: de Gruyter, Franchois."" "
"""  Gent: Oudburg, bouwaanvraag van Bernaerdus Mispreuve, 1756""  ";" "" Bouwheer: Mispreuve, Bernaerdus."" "
"""  Gent: Oudburg, bouwaanvraag van weduwe Frans vander Beken, 1721""  ";" "" Bouwheer: vander Beken, Frans weduwe."" "
"""  Gent: Oudburg, bouwaanvraag van Frans Fraeys en Maximiliaen Kempeners, 1730""  ";" "" Bouwheer: Fraeys, Frans"""
"""  Gent: Oudburg, bouwaanvraag van Jacqueline Sabine Codde, 1705""  ";" "" Bouwheer: Codde, Jacqueline Sabine."" "
"""  Gent: Oudburg, bouwaanvraag van Jacques Pharasijn, 1716""  ";" "" Bouwheer: Pharasijn, Jacques."" "
"""  Gent: Oudburg, bouwaanvraag van Gheeraert de Jonckere, 1719""  ";" "" Bouwheer: de Jonckhere, Gheeraert."" "
"""  Gent: Steendam, bouwaanvraag van Joannes Blanckaert, 1785""  ";" "" Bouwheer: Blanckaert, Joannes."" "
"""  Gent: Ottogracht, bouwaanvraag van J.D. Lageye, 1788""  ";" "" Bouwheer: Lageye, J.D."" "
"""  Gent: Gelukstraat, bouwaanvraag van Frans de Wilde, 1768""  ";" "" Bouwheer: de Wilde, Frans."" "
"""  Gent: Ottogracht, bouwaanvraag van Joannes Pletsier, 1782""  ";" "" Bouwheer: Pletsier, Joannes."" "
"""  Gent: Ottogracht, bouwaanvraag van weduwe Olivier de Meyere, 1744""  ";" "" Bouwheer: de Meyere, Olivier weduwe."" "
"""  Gent: Bibliotheekstraat, bouwaanvraag van de Baudeloo abdij, 1756""  ";" "" Bouwheer: Baudeloo abdij. Tekenaar: Frans Luytens."" "
"""  Gent: Edward Anseeleplein, bouwaanvraag van Joannes van Paemel, 1759""  ";" "" Bouwheer: van Paemel, Joannes."" "
"""  Gent: Ottogracht, bouwaanvraag van Frans Blancx, 1723""  ";" "" Bouwheer: Blancx, Frans."" "
"""  Gent: Ottogracht, bouwaanvraag van Gillis Odevaere, 1734""  ";" "" Bouwheer: Odevaere, Gillis."" "
"""  Gent: Gelukstraat, bouwaanvraag van Pieter Buyck, 1705""  ";" "" Bouwheer: Buyck, Pieter."" "
"""  Gent: Ottogracht, bouwaanvraag van Frans Blancx, 1719""  ";" "" Bouwheer: Blancx, Frans."" "
"""  Gent: Ottogracht, bouwaanvraag van Charel Lesseliers, 1720""  ";" "" Bouwheer: Lesseliers, Charel."" "
"""  Gent: Bibliotheekstraat, bouwaanvraag van de Baudeloo abdij, 1699""  ";" "" Bouwheer: Baudeloo abdij."" "
"""  Gent: Oranjeberg, bouwaanvraag van Joseph de Laville de Roulx, 1783""  ";" "" Bouwheer: de Laville de Roulx, Joseph."" "
"""  Gent: Oordeelbrug (verdwenen, nu Lindenlei), bouwaanvraag van Joseph Maes, 1762""  ";" "" Bouwheer: Maes, Joseph."" "
"""  Gent: Oordeelbrug (verdwenen, nu Lindenlei), bouwaanvraag van weduwe Maes, 1773""  ";" "" Bouwheer: Maes, weduwe."" "
"""  Gent: Hoofdbrug (nu Rekelingestraat), bouwaanvraag van Francois Ignace de Lantsheer, 1782""  ";" "" Bouwheer: de Lantsheer, Francois Ignace."" "
"""  Gent: Oordeelbrug (verdwenen, nu Lindenlei), bouwaanvraag van weduwe Nicolais Lippens, 1739""  ";" "" Bouwheer: Lippens, Nicolais weduwe."" "
"""  Gent: Onderstraat, bouwaanvraag van Simoen Christiaens, 1791""  ";" "" Bouwheer: Christiaens, Simoen."" "
"""  Gent: Hoofdbrug (nu Rekelingestraat), bouwaanvraag van Charles Jacobs, 1718""  ";" "" Bouwheer: Jacobs, Charles."" "
"""  Gent: Onderstraat, bouwaanvraag van weduwe Govaerts, 1783""  ";" "" Bouwheer: Govaerts, weduwe."" "
"""  Gent: Onderstraat, bouwaanvraag van Gomarius Biemans, 1785""  ";" "" Bouwheer: Biemans, Gomarius."" "
"""  Gent: Onderstraat, bouwaanvraag van Frans Livinus Impens, 1787""  ";" "" Bouwheer: Impens, Frans Livinus."" "
"""  Gent: Onderstraat, bouwaanvraag van Brant, 1777""  ";" "" Bouwheer: Brant."" "
"""  Gent: Onderstraat, bouwaanvraag van Joannes Moerman, 1782""  ";" "" Bouwheer: Moerman, Joannes."" "
"""  Gent: Onderstraat, bouwaanvraag van Engelbert van Siclers, 1768""  ";" "" Bouwheer: van Siclers, Engelbert."" "
"""  Gent: Onderstraat, bouwaanvraag van Pieter de Roy, 1775""  ";" "" Bouwheer: de Roy, Pieter."" "
"""  Gent: Onderstraat, bouwaanvraag van Dominicq Bernaert Clemens, 1758""  ";" "" Bouwheer: Clemens, Dominicq Bernaert."" "
"""  Gent: Onderstraat, bouwaanvraag van Jan Baptiste Debbaut, 1764""  ";" "" Bouwheer: Debbaut, Jan Baptiste."" "
"""  Gent: Onderstraat, bouwaanvraag van Theodor de Jonghe, 1768""  ";" "" Bouwheer: de Jonghe, Theodor."" "
"""  Gent: Onderstraat, bouwaanvraag van Theodor de Jonghe, 1751""  ";" "" Bouwheer: de Jonghe, Theodor."" "
"""  Gent: Onderstraat, bouwaanvraag van Jacques van Siclers, 1753""  ";" "" Bouwheer: van Siclers, Jacques."" "
"""  Gent: Onderstraat, bouwaanvraag van Severinus Joseph Moreau, 1744""  ";" "" Bouwheer: Moreau, Severinus Joseph."" "
"""  Gent: Onderstraat, bouwaanvraag van Maximiliaen van Damme, 1744""  ";" "" Bouwheer: van Damme, Maximiliaen."" "
"""  Gent: Onderstraat, bouwaanvraag van Joannes Antheunes, 1747""  ";" "" Bouwheer: Antheunes, Joannes."" "
"""  Gent: Onderstraat, bouwaanvraag van Jan Jaecques Barbier, 1738""  ";" "" Bouwheer: Barbier, Jan Jaecques."" "
"""  Gent: Onderstraat, bouwaanvraag van Jaecques Durynck, 1743""  ";" "" Bouwheer: Durynck, Jaecques."" "
"""  Gent: Onderstraat, bouwaanvraag van Carel Frans van Tiegem, 1725""  ";" "" Bouwheer: van Tiegem, Carel Frans."" "
"""  Gent: Onderstraat, bouwaanvraag van Lucas van Branteghem, 1725""  ";" "" Bouwheer: van Branteghem, Lucas."" "
"""  Gent: Onderstraat, bouwaanvraag van Pieter Helias, 1735""  ";" "" Bouwheer: Helias, Pieter."" "
"""  Gent: Onderstraat, bouwaanvraag van Frederycq Pauwels, 1712""  ";" "" Bouwheer: Pauwels, Frederycq."" "
"""  Gent: Onderstraat, bouwaanvraag van Lucas Ignatius de Preut, 1716""  ";" "" Bouwheer: de Preut, Lucas Ignatius."" "
"""  Gent: Onderbergen, bouwaanvraag van Martinus Vermeersch, 1791""  ";" "" Bouwheer: Vermeersch, Martinus."" "
"""  Gent: Onderbergen, bouwaanvraag van anoniem, zonder datum""  ";" "" Bouwheer: anoniem"" "
"""  Gent: Onderbergen, bouwaanvraag van barones du Sart, 1789""  ";" "" Bouwheer: du Sart, barones."" "
"""  Gent: Onderbergen, bouwaanvraag van Martinus Vermeersch, 1789""  ";" "" Bouwheer: Vermeersch, Martinus."" "
"""  Gent: Onderbergen, bouwaanvraag van Jan Baptiste Mortier, 1788""  ";" "" Bouwheer: Mortier, Jan Baptiste."" "
"""  Gent: Onderbergen, bouwaanvraag van weduwe vande Vijvere - Zoetaert, 1789""  ";" "" Bouwheer: vande Vijvere - Zoetaert, weduwe."" "
"""  Gent: Onderbergen, bouwaanvraag van Francies van Iseghem, 1788""  ";" "" Bouwheer: van Iseghem, Francies."" "
"""  Gent: Onderbergen, bouwaanvraag van Pieter Triest, 1788""  ";" "" Bouwheer: Triest, Pieter."" "
"""  Gent: Onderbergen, bouwaanvraag van Lefever de Ten Hove, 1785""  ";" "" Bouwheer: Lefever de Ten Hove."" "
"""  Gent: Onderbergen, bouwaanvraag van Martinus Vermeersch, 1785""  ";" "" Bouwheer: Vermeersch, Martinus."" "
"""  Gent: Onderbergen, bouwaanvraag van graaf Philippe Maurice Dheems, 1786""  ";" "" Bouwheer: Dheems, Philippe Maurice, graaf."" "
"""  Gent: Onderbergen, bouwaanvraag van Della Faille Dhuysse, 1783""  ";" "" Bouwheer: Della Faille Dhuysse."" "
"""  Gent: Onderbergen, bouwaanvraag van Jacques Vandertriest, 1783""  ";" "" Bouwheer: Vandertriest, Jacques."" "
"""  Gent: Onderbergen, bouwaanvraag van het Dominicanenklooster, 1780""  ";" "" Bouwheer: Dominicanenklooster."" "
"""  Gent: Onderbergen, bouwaanvraag van Philippe van Damme, 1781""  ";" "" Bouwheer: van Damme, Philippe."" "
"""  Gent: Onderbergen, bouwaanvraag van Martinus Vermeersch, 1779""  ";" "" Bouwheer: Vermeersch, Martinus."" "
"""  Gent: Onderbergen, bouwaanvraag van Francois Matens, 1777""  ";" "" Bouwheer: Matens, Francois."" "
"""  Gent: Onderbergen, bouwaanvraag van van Hulle, 1779""  ";" "" Bouwheer: van Hulle."" "
"""  Gent: Onderbergen, bouwaanvraag van weduwe Vandergracht, 1779""  ";" "" Bouwheer: Vandergracht, weduwe."" "
"""  Gent: Onderbergen, bouwaanvraag van het Dominicanenklooster, 1772""  ";" "" Bouwheer: Dominicanenklooster. Enkel de bouwtekening is bewaard, de aanvraag zelf niet."" "
"""  Gent: Onderbergen, bouwaanvraag van graaf Della Faille, 1772""  ";" "" Bouwheer: Della Faille, graaf. De originele bouwtekening is verdwenen."" "
"""  Gent: Onderbergen, bouwaanvraag van weduwe baron de Bruyne, 1767""  ";" "" Bouwheer: de Bruyne, baron, weduwe."" "
"""  Gent: Onderbergen, bouwaanvraag van Joan Chauvet, 1769""  ";" "" Bouwheer: Chauvet, Joan."" "
"""  Gent: Onderbergen, bouwaanvraag van Gérard Joseph Ghislain Limnander, 1770""  ";" "" Bouwheer: Limnander, Gérard Joseph Ghislain."" "
"""  Gent: Onderbergen, bouwaanvraag van Philippe van Landeghem de Dourmael, 1765""  ";" "" Bouwheer: van Landeghem de Dourmael, Philippe."" "
"""  Gent: Onderbergen, bouwaanvraag van Catharine Soetaert, 1766""  ";" "" Bouwheer: Soetaert, Catharine."" "
"""  Gent: Onderbergen, bouwaanvraag van de Stoop, 1760""  ";" "" Bouwheer: de Stoop."" "
"""  Gent: Onderbergen, bouwaanvraag van Pieter Ignacius vander Haeghen, 1760""  ";" "" Bouwheer: vander Haeghen, Pieter Ignacius."" "
"""  Gent: Onderbergen, bouwaanvraag van Hendrick Bertrand, 1764""  ";" "" Bouwheer: Bertrand, Hendrick."" "
"""  Gent: Onderbergen, bouwaanvraag van Charles Joseph Sersanders de Luna, 1755""  ";" "" Bouwheer: Sersanders de Luna, Charles Joseph."" "
"""  Gent: Onderbergen, bouwaanvraag van de Jezuïeten, 1757""  ";" "" Bouwheer: Jezuïeten."" "
"""  Gent: Onderbergen, bouwaanvraag van Bernardus de Wilde, 1748""  ";" "" Bouwheer: de Wilde, Bernardus."" "
"""  Gent: Onderbergen, bouwaanvraag van Gillis Hertschap, 1749""  ";" "" Bouwheer: Hertschap, Gillis."" "
"""  Gent: Onderbergen, bouwaanvraag van burggraaf Pieter Nieuwlant, 1739""  ";" "" Bouwheer: Nieuwlant, Pieter, burggraaf."" "
"""  Gent: Onderbergen, bouwaanvraag van Frans Antone Schoorman, 1744""  ";" "" Bouwheer: Schoorman, Frans Antone."" "
"""  Gent: Onderbergen, bouwaanvraag van Pieter Ignacius vander Haeghen, 1736""  ";" "" Bouwheer: vander Haeghen, Pieter Ignacius."" "
"""  Gent: Onderbergen, bouwaanvraag van Pieter Ignacius vander Haeghen, 1736""  ";" "" Bouwheer: vander Haeghen, Pieter Ignacius."" "
"""  Gent: Onderbergen, bouwaanvraag van Jan Baptiste van Zele, 1736""  ";" "" Bouwheer: van Zele, Jan Baptiste."" "
"""  Gent: Onderbergen, bouwaanvraag van het Dominicanenklooster, 1735""  ";" "" Bouwheer: Dominicanenklooster."" "
"""  Gent: Onderbergen, bouwaanvraag van Frans Joannes Sandelin, 1736""  ";" "" Bouwheer: Sandelin, Frans Joannes."" "
"""  Gent: Predikherenlei, bouwaanvraag van het Domicanenklooster, 1728""  ";" "" Bouwheer: Dominicanenklooster. Ligging gebouw: achtergevel kerk."" "
"""  Gent: Onderbergen, bouwaanvraag van Frans Antone Schoorman, 1732""  ";" "" Bouwheer: Schoorman, Frans Antone."" "
"""  Gent: Onderbergen, bouwaanvraag van Bauduyn de Hondt, 1734""  ";" "" Bouwheer: de Hondt, Bauduyn."" "
"""  Gent: Onderbergen, bouwaanvraag van Pieter Ignacius vander haeghen, 1726""  ";" "" Bouwheer: vander Haeghen, Pieter Ignacius."" "
"""  Gent: Onderbergen, bouwaanvraag van livinus Rogier, 1727""  ";" "" Bouwheer: Rogier, Livinus."" "
"""  Gent: Onderbergen, bouwaanvraag van Judocus matheus du Bois, 1721""  ";" "" Bouwheer: du Bois, Judocus Matheus."" "
"""  Gent: Onderbergen, bouwaanvraag van de Sint-Michielskerk, 1721""  ";" "" Bouwheer: Sint-Michielskerk."" "
"""  Gent: Onderbergen, bouwaanvraag van Jan Baptiste Della Faille, 1726""  ";" "" Bouwheer: Della Faille, Jan Baptiste."" "
"""  Gent: Onderbergen, bouwaanvraag van Frans Schoorman, 1710""  ";" "" Bouwheer: Schoorman, Frans."" "
"""  Gent: Onderbergen, bouwaanvraag van Louys van Eechaute, 1713""  ";" "" Bouwheer: van Eechaute, Louys."" "
"""  Gent: Ommegangstraat, bouwaanvraag van Francois Dufour, 1771""  ";" "" Bouwheer: Dufour, Francois."" "
"""  Gent: Onderbergen, bouwaanvraag van Frans Huybrecht, 1700""  ";" "" Bouwheer: Huybrecht, Frans."" "
"""  Gent: Onderbergen, bouwaanvraag van Pieter Gheerolfs, 1704""  ";" "" Bouwheer: Gheerolfs, Pieter."" "
"""  Gent: Oliestraat, bouwaanvraag van Laurand, 1787""  ";" "" Bouwheer: Laurand."" "
"""  Gent: Ommegangstraat, bouwaanvraag van Jean Francois Ligny, 1755""  ";" "" Bouwheer: Ligny, Jean Francois."" "
"""  Gent: Okkernootsteeg, bouwaanvraag van Guillaume Wewere, 1718""  ";" "" Bouwheer: Wewere, Guillaume."" "
"""  Gent: Oliestraat, bouwaanvraag van Bernard Charles Judocus Ondereet, 1788""  ";" "" Bouwheer: Ondereet, Bernard Charles Judocus."" "
"""  Gent: Oliestraat, bouwaanvraag van Pieter Baete, 1778""  ";" "" Bouwheer: Baete, Pieter."" "
"""  Gent: Nieuwpoort, bouwaanvraag van Pieter van de Cappelle, 1788""  ";" "" Bouwheer: van de Cappelle, Pieter."" "
"""  Gent: Nieuwpoort, bouwaanvraag van Jacobus Loran, 1789""  ";" "" Bouwheer: Loran, Jacobus."" "
"""  Gent: Nieuwpoort, bouwaanvraag van Bernardus de Wilde, 1743""  ";" "" Bouwheer: de Wilde, Bernardus."" "
"""  Gent: Nieuwpoort, bouwaanvraag van Adriaen van de Cappelle, 1743""  ";" "" Bouwheer: van de Cappelle, Adriaen."" "
"""  Gent: Nieuwpoort, bouwaanvraag van Francois Wittevrongel, 1781""  ";" "" Bouwheer: Wittevrongel, Francois."" "
"""  Gent: Nieuwland, bouwaanvraag van Pieter Joannes Grenier, 1794""  ";" "" Bouwheer: Grenier, Pieter Joannes."" "
"""  Gent: Nieuwpoort, bouwaanvraag van Frans van Loo, 1743""  ";" "" Bouwheer: van Loo, Frans."" "
"""  Gent: Nieuwland, bouwaanvraag van Jan Baptiste Braeckman, 1789""  ";" "" Bouwheer: Braeckman, Jan Baptiste."" "
"""  Gent: Nieuwland, bouwaanvraag van Francies L. Bauwens, 1790""  ";" "" Bouwheer: Bauwens, Francies L."" "
"""  Gent: Nieuwland, bouwaanvraag van Francies L. Bauwens, 1792""  ";" "" Bouwheer: Bauwens, Francies L."" "
"""  Gent: Nieuwland, bouwaanvraag van Joannes de Dapper, 1788""  ";" "" Bouwheer: de Dapper, Joannes."" "
"""  Gent: Nieuwland, bouwaanvraag van Martinus Vermeersch, 1788""  ";" "" Bouwheer: Vermeersch, Martinus."" "
"""  Gent: Nieuwland, bouwaanvraag van David Farasie, 1782""  ";" "" Bouwheer: Farasie, David."" "
"""  Gent: Nieuwland, bouwaanvraag van Lowijse Dhuyvetter, 1787""  ";" "" Bouwheer: Dhuyvetter, Lowijse."" "
"""  Gent: Nieuwland, bouwaanvraag van George Bauwens, 1788""  ";" "" Bouwheer: Bauwens, George."" "
"""  Gent: Nieuwland, bouwaanvraag van Martinus vanden Berghe, 1771""  ";" "" Bouwheer: vanden Berghe, Martinus."" "
"""  Gent: Huidevetterskaai, bouwaanvraag van Joseph Augustinus Verhaeghe, 1778""  ";" "" Bouwheer: Verhaeghe, Joseph Augustinus."" "
"""  Gent: Nieuwland, bouwaanvraag van het Dominicanessenklooster, 1768""  ";" "" Bouwheer: Dominicanessenklooster."" "
"""  Gent: Nieuwland, bouwaanvraag van Pieter Francies Dierens, 1771""  ";" "" Bouwheer: Dierens, Pieter Francies."" "
"""  Gent: Nieuwland, bouwaanvraag van Ludovicus 't Kint, 1771""  ";" "" Bouwheer: 't Kint, Ludovicus."" "
"""  Gent: Nieuwland, bouwaanvraag van Alexander de Nocker, 1766""  ";" "" Bouwheer: de Nocker, Alexander."" "
"""  Gent: Nieuwland, bouwaanvraag van Marinus Dick, 1768""  ";" "" Bouwheer: Dick, Marinus."" "
"""  Gent: Nieuwland, bouwaanvraag van Henry du Bois, 1760""  ";" "" Bouwheer: du Bois, Henry."" "
"""  Gent: Nieuwland, bouwaanvraag van Waeghenaere, 1763""  ";" "" Bouwheer: Waeghenaere."" "
"""  Gent: Nieuwland, bouwaanvraag van Alexander de Nocker, 1766""  ";" "" Bouwheer: de Nocker, Alexander."" "
"""  Gent: Nieuwland, bouwaanvraag van Jan Baptiste Braeckman, 1758""  ";" "" Bouwheer: Braeckman, Jan Baptiste."" "
"""  Gent: Nieuwland, bouwaanvraag van Franchois Josephus van Beneden, 1759""  ";" "" Bouwheer: van Beneden, Franchois Josephus."" "
"""  Gent: Nieuwland, bouwaanvraag van Pieter de Nockere, 1749""  ";" "" Bouwheer: de Nockere, Pieter."" "
"""  Gent: Nieuwland, bouwaanvraag van het Dominicanessenklooster, 1754""  ";" "" Bouwheer: Dominicanessenklooster."" "
"""  Gent: Nieuwland, bouwaanvraag van Johan Verdurme, 1757""  ";" "" Bouwheer: Verdurme, Johan."" "
"""  Gent: Nieuwland, bouwaanvraag van Pieter Paternot, 1722""  ";" "" Bouwheer: Paternot, Pieter."" "
"""  Gent: Nieuwland, bouwaanvraag van Marie Beemaillet, 1726""  ";" "" Bouwheer: Beemaillet, Marie."" "
"""  Gent: Nieuwland, bouwaanvraag van het Dominicanessenklooster, 1712""  ";" "" Bouwheer: Dominicanessenklooster."" "
"""  Gent: Nieuwland, bouwaanvraag van Francois Ignace de Bosschere, 1722""  ";" "" Bouwheer: de Bosschere, Francois Ignace."" "
"""  Gent: Nieuwbrug, bouwaanvraag van Jan Robert, 1792""  ";" "" Bouwheer: Robert, Jan."" "
"""  Gent: Nieuwbrug, bouwaanvraag van Louis Reynvau, 1797""  ";" "" Bouwheer: Reynvau, Louis. Het gedrukte nummer op de bouwtekening (8) is hier foutief."" "
"""  Gent: Nieuwland, bouwaanvraag van Pieter van Damme, 1703""  ";" "" Bouwheer: van Damme, Pieter."" "
"""  Gent: Nieuwbrug, bouwaanvraag van Pieter Maes, 1778""  ";" "" Bouwheer: Maes, Pieter."" "
"""  Gent: Nieuwbrug, bouwaanvraag van Jacobus Mabilde, 1784""  ";" "" Bouwheer: Mabilde, Jacobus."" "
"""  Gent: Nieuwbrug, bouwaanvraag van Carel Anthone vanden Bogaert, 1736""  ";" "" Bouwheer: vanden Bogaert, Carel Anthone, als voogd van Reynacx, Marie."" "
"""  Gent: Nieuwbrug, bouwaanvraag van Anthone Steemaere, 1756""  ";" "" Bouwheer: Steemaere, Anthone."" "
"""  Gent: Nieuwbrug, bouwaanvraag van Pieter Maes, 1771""  ";" "" Bouwheer: Maes, Pieter."" "
"""  Gent: Nieuwbrug, bouwaanvraag van Ludovicus Kimpe, 1721""  ";" "" Bouwheer: Kimpe, Ludovicus."" "
"""  Gent: Nieuwbrug, bouwaanvraag van Livinus van de Sompele, 1736""  ";" "" Bouwheer: van de Sompele, Livinus."" "
"""  Gent: Nieuwbrug, bouwaanvraag van Adolf de Somere, 1647 (1620 op gevelsteen)""  ";" "" Bouwheer: de Somere, Adolf."" "
"""  Gent: Nieuwbrug, bouwaanvraag van Joannes Claes, 1716""  ";" "" Bouwheer: Claes, Joannes."" "
"""  Gent: Nieuwbrug, bouwaanvraag van Adolf de Somere, 1647""  ";" "" Bouwheer: de Somere, Adolf."" "
"""  Gent: Nieuwbrug, bouwaanvraag van Adolf de Somere, 1703""  ";" "" Bouwheer: de Somere, Adolf."" "
